source_root,task,mode,seed_dir,run_name,group,alias,selection_protocol,seed,data_seed,model_seed,shuffle_seed,structure_seed,epochs,path,curated_link
former results/3.12results，128,hard,fixed,seed_0,20260312_203338,canonical,seed_0,legacy_final_test_only,0,11,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_0/20260312_203338,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_0/20260312_203338
former results/3.12results，128,hard,fixed,seed_1,20260312_203503,canonical,seed_1,legacy_final_test_only,1,12,24,38,54,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_1/20260312_203503,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_1/20260312_203503
former results/3.12results，128,hard,fixed,seed_2,20260312_203628,canonical,seed_2,legacy_final_test_only,2,13,25,39,55,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_2/20260312_203628,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_2/20260312_203628
former results/3.12results，128,hard,fixed,seed_3,20260312_203754,canonical,seed_3,legacy_final_test_only,3,14,26,40,56,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_3/20260312_203754,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_3/20260312_203754
former results/3.12results，128,hard,fixed,seed_4,20260312_203919,canonical,seed_4,legacy_final_test_only,4,15,27,41,57,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_4/20260312_203919,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_4/20260312_203919
former results/3.12results，128,hard,fixed,seed_5,20260312_204045,canonical,seed_5,legacy_final_test_only,5,16,28,42,58,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_5/20260312_204045,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_5/20260312_204045
former results/3.12results，128,hard,fixed,seed_6,20260312_204208,canonical,seed_6,legacy_final_test_only,6,17,29,43,59,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_6/20260312_204208,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_6/20260312_204208
former results/3.12results，128,hard,fixed,seed_7,20260312_204333,canonical,seed_7,legacy_final_test_only,7,18,30,44,60,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_7/20260312_204333,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_7/20260312_204333
former results/3.12results，128,hard,fixed,seed_8,20260312_204457,canonical,seed_8,legacy_final_test_only,8,19,31,45,61,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_8/20260312_204457,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_8/20260312_204457
former results/3.12results，128,hard,fixed,seed_9,20260312_204622,canonical,seed_9,legacy_final_test_only,9,20,32,46,62,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_9/20260312_204622,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/fixed/seed_9/20260312_204622
former results/3.12results，128,hard,prune_grow_random,seed_0,20260311_192315,canonical,seed_0,legacy_final_test_only,0,11,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_0/20260311_192315,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_0/20260311_192315
former results/3.12results，128,hard,prune_grow_random,seed_1,20260311_192440,canonical,seed_1,legacy_final_test_only,1,12,24,38,54,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_1/20260311_192440,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_1/20260311_192440
former results/3.12results，128,hard,prune_grow_random,seed_2,20260311_192604,canonical,seed_2,legacy_final_test_only,2,13,25,39,55,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_2/20260311_192604,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_2/20260311_192604
former results/3.12results，128,hard,prune_grow_random,seed_3,20260311_192730,canonical,seed_3,legacy_final_test_only,3,14,26,40,56,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_3/20260311_192730,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_3/20260311_192730
former results/3.12results，128,hard,prune_grow_random,seed_4,20260311_192855,canonical,seed_4,legacy_final_test_only,4,15,27,41,57,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_4/20260311_192855,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_4/20260311_192855
former results/3.12results，128,hard,prune_grow_random,seed_5,20260311_193019,canonical,seed_5,legacy_final_test_only,5,16,28,42,58,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_5/20260311_193019,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_5/20260311_193019
former results/3.12results，128,hard,prune_grow_random,seed_6,20260311_193143,canonical,seed_6,legacy_final_test_only,6,17,29,43,59,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_6/20260311_193143,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_6/20260311_193143
former results/3.12results，128,hard,prune_grow_random,seed_7,20260311_193309,canonical,seed_7,legacy_final_test_only,7,18,30,44,60,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_7/20260311_193309,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_7/20260311_193309
former results/3.12results，128,hard,prune_grow_random,seed_8,20260311_193435,canonical,seed_8,legacy_final_test_only,8,19,31,45,61,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_8/20260311_193435,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_8/20260311_193435
former results/3.12results，128,hard,prune_grow_random,seed_9,20260311_193559,canonical,seed_9,legacy_final_test_only,9,20,32,46,62,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_9/20260311_193559,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_random/seed_9/20260311_193559
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_193735,model_seed_sweep,seed_0__model_seed_0,legacy_final_test_only,0,11,0,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_193735,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_193735
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_193903,model_seed_sweep,seed_0__model_seed_1,legacy_final_test_only,0,11,1,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_193903,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_193903
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_194029,model_seed_sweep,seed_0__model_seed_2,legacy_final_test_only,0,11,2,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194029,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194029
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_194157,model_seed_sweep,seed_0__model_seed_3,legacy_final_test_only,0,11,3,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194157,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194157
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_194322,model_seed_sweep,seed_0__model_seed_4,legacy_final_test_only,0,11,4,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194322,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194322
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_194448,model_seed_sweep,seed_0__model_seed_5,legacy_final_test_only,0,11,5,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194448,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194448
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_194614,model_seed_sweep,seed_0__model_seed_6,legacy_final_test_only,0,11,6,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194614,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194614
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_194738,model_seed_sweep,seed_0__model_seed_7,legacy_final_test_only,0,11,7,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194738,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194738
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_194903,model_seed_sweep,seed_0__model_seed_8,legacy_final_test_only,0,11,8,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194903,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_194903
former results/3.12results，128,hard,prune_grow_split,seed_0,20260312_195028,model_seed_sweep,seed_0__model_seed_9,legacy_final_test_only,0,11,9,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_195028,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/20260312_195028
former results/3.12results，128,hard,prune_grow_split,seed_0,data0,data_seed_sweep,seed_0__data_seed_0,legacy_final_test_only,0,0,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data0,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data0
former results/3.12results，128,hard,prune_grow_split,seed_0,data1,data_seed_sweep,seed_0__data_seed_1,legacy_final_test_only,0,1,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data1,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data1
former results/3.12results，128,hard,prune_grow_split,seed_0,data10,data_seed_sweep,seed_0__data_seed_10,legacy_final_test_only,0,10,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data10,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data10
former results/3.12results，128,hard,prune_grow_split,seed_0,data12,data_seed_sweep,seed_0__data_seed_12,legacy_final_test_only,0,12,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data12,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data12
former results/3.12results，128,hard,prune_grow_split,seed_0,data2,data_seed_sweep,seed_0__data_seed_2,legacy_final_test_only,0,2,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data2,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data2
former results/3.12results，128,hard,prune_grow_split,seed_0,data3,data_seed_sweep,seed_0__data_seed_3,legacy_final_test_only,0,3,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data3,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data3
former results/3.12results，128,hard,prune_grow_split,seed_0,data4,data_seed_sweep,seed_0__data_seed_4,legacy_final_test_only,0,4,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data4,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data4
former results/3.12results，128,hard,prune_grow_split,seed_0,data5,data_seed_sweep,seed_0__data_seed_5,legacy_final_test_only,0,5,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data5,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data5
former results/3.12results，128,hard,prune_grow_split,seed_0,data6,data_seed_sweep,seed_0__data_seed_6,legacy_final_test_only,0,6,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data6,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data6
former results/3.12results，128,hard,prune_grow_split,seed_0,data7,data_seed_sweep,seed_0__data_seed_7,legacy_final_test_only,0,7,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data7,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data7
former results/3.12results，128,hard,prune_grow_split,seed_0,data8,data_seed_sweep,seed_0__data_seed_8,legacy_final_test_only,0,8,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data8,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data8
former results/3.12results，128,hard,prune_grow_split,seed_0,data9,data_seed_sweep,seed_0__data_seed_9,legacy_final_test_only,0,9,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data9,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/data9
former results/3.12results，128,hard,prune_grow_split,seed_0,seed0,canonical,seed_0,legacy_final_test_only,0,11,23,37,53,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/seed0,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_0/seed0
former results/3.12results，128,hard,prune_grow_split,seed_1,20260311_191005,canonical,seed_1,legacy_final_test_only,1,12,24,38,54,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_1/20260311_191005,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_1/20260311_191005
former results/3.12results，128,hard,prune_grow_split,seed_2,20260311_191130,canonical,seed_2,legacy_final_test_only,2,13,25,39,55,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_2/20260311_191130,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_2/20260311_191130
former results/3.12results，128,hard,prune_grow_split,seed_3,20260311_191256,canonical,seed_3,legacy_final_test_only,3,14,26,40,56,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_3/20260311_191256,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_3/20260311_191256
former results/3.12results，128,hard,prune_grow_split,seed_4,20260311_191422,canonical,seed_4,legacy_final_test_only,4,15,27,41,57,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_4/20260311_191422,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_4/20260311_191422
former results/3.12results，128,hard,prune_grow_split,seed_5,20260311_191546,canonical,seed_5,legacy_final_test_only,5,16,28,42,58,3000,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_5/20260311_191546,/Users/shizhenpeng/Desktop/学术/科研/AI/neuron-survival-dynamics/former results/3.12results，128/hard/prune_grow_split/seed_5/20260311_191546
